Hotel;Is Canceled;Lead Time;arrival full date;Arrival Date Year;Arrival Date Month;Arrival Date Week Number;Arrival Date Day of Month;Stays in Weekend nights;Stays in week nights;stays total nights;Adults;Children;Babies;Meal;Country;Reserved Room Type;Assigned room type;customer type;Reservation Status;Reservation status_date
City Hotel;1;113;2017-05-20;2017;May;20;20;2;1;3;1;0.0;0;BB;PRT;A;A;Transient;Canceled;2017-01-27
City Hotel;1;113;2017-05-20;2017;May;20;20;2;1;3;1;0.0;0;BB;PRT;A;A;Transient;Canceled;2017-01-27
City Hotel;1;113;2017-05-20;2017;May;20;20;2;1;3;1;0.0;0;BB;PRT;A;A;Transient;Canceled;2017-01-27
City Hotel;1;113;2017-05-20;2017;May;20;20;2;1;3;1;0.0;0;BB;PRT;A;A;Transient;Canceled;2017-01-27
City Hotel;1;420;2017-05-20;2017;May;20;20;2;1;3;2;0.0;0;BB;PRT;A;A;Transient;Canceled;2017-03-02
City Hotel;1;420;2017-05-20;2017;May;20;20;2;1;3;2;0.0;0;BB;PRT;A;A;Transient;Canceled;2017-03-02
City Hotel;1;25;2017-05-20;2017;May;20;20;2;1;3;2;0.0;0;BB;PRT;A;A;Transient-Party;Canceled;2017-04-25
City Hotel;1;77;2017-05-20;2017;May;20;20;2;1;3;2;0.0;0;SC;USA;A;A;Transient;Canceled;2017-03-09
City Hotel;1;75;2017-05-20;2017;May;20;20;2;1;3;2;0.0;0;BB;PRT;A;A;Transient-Party;Canceled;2017-04-10
City Hotel;1;75;2017-05-20;2017;May;20;20;2;1;3;1;0.0;0;BB;PRT;A;A;Transient-Party;Canceled;2017-04-10
City Hotel;1;113;2017-05-20;2017;May;20;20;2;1;3;1;0.0;0;BB;PRT;A;A;Transient;Canceled;2017-01-27
City Hotel;1;113;2017-05-20;2017;May;20;20;2;1;3;1;0.0;0;BB;PRT;A;A;Transient;Canceled;2017-01-27
City Hotel;1;178;2017-05-20;2017;May;20;20;2;2;4;1;0.0;0;BB;KOR;D;D;Transient;Canceled;2017-04-13
City Hotel;1;20;2017-05-20;2017;May;20;20;2;2;4;2;0.0;0;SC;BEL;A;A;Transient;Canceled;2017-04-30
City Hotel;1;118;2017-05-20;2017;May;20;20;2;2;4;1;0.0;0;BB;ARE;D;D;Transient;Canceled;2017-03-21
City Hotel;1;24;2017-05-20;2017;May;20;20;2;2;4;1;0.0;0;SC;NGA;A;A;Transient;Canceled;2017-05-11
City Hotel;1;178;2017-05-20;2017;May;20;20;2;2;4;1;0.0;0;BB;KOR;D;D;Transient;Canceled;2017-04-13
City Hotel;1;67;2017-05-20;2017;May;20;20;2;2;4;2;0.0;0;SC;ESP;A;A;Transient;Canceled;2017-04-17
City Hotel;1;49;2017-05-20;2017;May;20;20;2;2;4;2;2.0;0;BB;CHN;F;F;Transient;Canceled;2017-04-05
City Hotel;1;178;2017-05-20;2017;May;20;20;2;2;4;1;0.0;0;BB;KOR;D;D;Transient;Canceled;2017-04-13
City Hotel;1;178;2017-05-20;2017;May;20;20;2;2;4;1;0.0;0;BB;KOR;D;D;Transient;Canceled;2017-04-13
City Hotel;1;178;2017-05-20;2017;May;20;20;2;2;4;1;0.0;0;BB;KOR;D;D;Transient;Canceled;2017-04-13
City Hotel;1;178;2017-05-20;2017;May;20;20;2;2;4;1;0.0;0;BB;KOR;D;D;Transient;Canceled;2017-04-13
City Hotel;1;116;2017-05-20;2017;May;20;20;2;2;4;2;0.0;0;SC;CN;A;A;Transient;Canceled;2017-04-19
City Hotel;1;1;2017-05-20;2017;May;20;20;2;3;5;1;0.0;0;BB;PRT;F;F;Transient;Canceled;2017-05-19
City Hotel;1;127;2017-05-20;2017;May;20;20;2;3;5;2;0.0;0;SC;FRA;A;A;Transient;Canceled;2017-05-12
City Hotel;1;102;2017-05-20;2017;May;20;20;2;3;5;1;0.0;0;BB;DEU;A;A;Transient;Canceled;2017-05-07
City Hotel;1;210;2017-05-20;2017;May;20;20;2;4;6;2;1.0;0;BB;DNK;F;F;Transient;Canceled;2016-10-22
City Hotel;1;210;2017-05-20;2017;May;20;20;2;4;6;2;1.0;0;BB;DNK;F;F;Transient;Canceled;2016-10-22
City Hotel;1;210;2017-05-20;2017;May;20;20;2;4;6;2;2.0;0;HB;DNK;A;A;Transient;Canceled;2016-10-22
City Hotel;1;183;2017-05-20;2017;May;20;20;2;5;7;2;0.0;0;BB;FRA;D;D;Transient;Canceled;2016-11-19
City Hotel;1;183;2017-05-20;2017;May;20;20;2;5;7;3;0.0;0;BB;FRA;D;D;Transient;Canceled;2016-11-19
City Hotel;1;25;2017-05-21;2017;May;21;21;2;0;2;1;0.0;0;SC;IRL;A;A;Transient;Canceled;2017-04-26
City Hotel;1;26;2017-05-21;2017;May;21;21;2;0;2;1;0.0;0;SC;CHN;A;A;Transient;Canceled;2017-05-05
City Hotel;1;26;2017-05-21;2017;May;21;21;2;0;2;2;0.0;0;SC;CHN;A;A;Transient;Canceled;2017-05-04
City Hotel;1;77;2017-05-21;2017;May;21;21;2;0;2;2;0.0;0;SC;PRT;A;A;Transient;Canceled;2017-03-08
City Hotel;1;61;2017-05-21;2017;May;21;21;2;1;3;2;0.0;0;SC;GBR;A;A;Transient;Canceled;2017-05-09
City Hotel;1;12;2017-05-21;2017;May;21;21;2;1;3;2;0.0;0;BB;ITA;D;D;Transient;Canceled;2017-05-14
City Hotel;1;19;2017-05-21;2017;May;21;21;2;1;3;2;0.0;0;SC;FRA;A;A;Transient;Canceled;2017-05-03
City Hotel;1;101;2017-05-21;2017;May;21;21;2;1;3;2;0.0;0;BB;BRA;A;A;Transient;Canceled;2017-02-14
City Hotel;1;97;2017-05-21;2017;May;21;21;2;1;3;3;0.0;0;BB;IRL;D;D;Transient;Canceled;2017-04-05
City Hotel;1;161;2017-05-21;2017;May;21;21;2;1;3;2;0.0;0;BB;GBR;D;D;Transient;Canceled;2016-12-11
City Hotel;1;101;2017-05-21;2017;May;21;21;2;1;3;2;0.0;0;BB;BRA;A;A;Transient;Canceled;2017-02-14
City Hotel;1;99;2017-05-21;2017;May;21;21;2;1;3;2;0.0;0;HB;DEU;D;D;Transient;Canceled;2017-04-14
City Hotel;1;123;2017-05-21;2017;May;21;21;2;1;3;2;0.0;0;SC;IRL;A;A;Transient;Canceled;2017-05-10
City Hotel;1;97;2017-05-21;2017;May;21;21;2;1;3;3;0.0;0;HB;IRL;E;E;Transient;Canceled;2017-02-15
City Hotel;1;101;2017-05-21;2017;May;21;21;2;1;3;2;0.0;0;BB;BRA;A;A;Transient;Canceled;2017-02-14
City Hotel;1;28;2017-05-21;2017;May;21;21;2;1;3;2;0.0;0;BB;ITA;D;D;Transient;Canceled;2017-04-23
City Hotel;1;101;2017-05-21;2017;May;21;21;2;1;3;2;0.0;0;BB;BRA;A;A;Transient;Canceled;2017-02-14
City Hotel;1;27;2017-05-21;2017;May;21;21;2;1;3;2;0.0;0;BB;CHN;D;D;Transient;Canceled;2017-04-29
City Hotel;1;138;2017-05-21;2017;May;21;21;2;2;4;2;2.0;0;BB;NLD;F;F;Transient;Canceled;2017-05-12
City Hotel;1;18;2017-05-21;2017;May;21;21;2;2;4;2;0.0;0;SC;FRA;A;A;Transient;No-Show;2017-05-21
City Hotel;1;49;2017-05-21;2017;May;21;21;2;2;4;2;0.0;0;BB;FRA;D;D;Transient;Canceled;2017-05-13
City Hotel;1;80;2017-05-21;2017;May;21;21;2;2;4;2;0.0;0;BB;PRT;D;D;Transient;Canceled;2017-03-02
City Hotel;1;128;2017-05-21;2017;May;21;21;2;2;4;2;0.0;0;BB;LUX;D;D;Transient;Canceled;2017-01-19
City Hotel;1;189;2017-05-21;2017;May;21;21;2;2;4;2;0.0;0;HB;GBR;A;A;Transient;Canceled;2016-11-23
City Hotel;1;27;2017-05-21;2017;May;21;21;2;2;4;2;0.0;0;SC;GBR;A;A;Transient;Canceled;2017-05-01
City Hotel;1;84;2017-05-21;2017;May;21;21;2;2;4;2;0.0;0;BB;DEU;A;A;Transient;Canceled;2017-03-01
City Hotel;1;180;2017-05-21;2017;May;21;21;2;3;5;2;0.0;0;BB;DEU;D;D;Transient;Canceled;2016-11-24
City Hotel;1;91;2017-05-21;2017;May;21;21;2;3;5;2;0.0;0;BB;BEL;A;A;Transient;Canceled;2017-02-21
City Hotel;1;128;2017-05-21;2017;May;21;21;2;3;5;2;0.0;0;BB;FRA;D;D;Transient;Canceled;2017-04-06
City Hotel;1;270;2017-05-21;2017;May;21;21;2;3;5;2;0.0;0;HB;BEL;A;A;Transient;Canceled;2017-01-15
City Hotel;1;211;2017-05-21;2017;May;21;21;2;4;6;2;2.0;0;BB;DNK;F;F;Transient;Canceled;2017-01-14
City Hotel;1;211;2017-05-21;2017;May;21;21;2;4;6;2;0.0;0;HB;DNK;A;A;Transient;Canceled;2017-01-14
City Hotel;1;209;2017-05-21;2017;May;21;21;2;4;6;0;2.0;0;BB;DNK;B;B;Transient;Canceled;2017-01-17
City Hotel;1;211;2017-05-21;2017;May;21;21;2;4;6;2;0.0;0;BB;DNK;B;B;Transient;Canceled;2017-01-14
City Hotel;1;29;2017-05-21;2017;May;21;21;2;5;7;2;0.0;0;BB;BRA;D;D;Transient;Canceled;2017-05-19
City Hotel;1;29;2017-05-21;2017;May;21;21;2;5;7;2;0.0;0;BB;BRA;D;D;Transient;Canceled;2017-05-19
City Hotel;1;18;2017-05-22;2017;May;21;22;1;0;1;2;0.0;0;BB;USA;E;E;Transient;Canceled;2017-05-16
City Hotel;1;26;2017-05-22;2017;May;21;22;1;0;1;1;0.0;0;SC;IRL;A;A;Transient;Canceled;2017-04-26
City Hotel;1;26;2017-05-22;2017;May;21;22;1;0;1;1;0.0;0;SC;IRL;A;A;Transient;Canceled;2017-04-26
City Hotel;1;26;2017-05-22;2017;May;21;22;1;0;1;1;0.0;0;SC;IRL;A;A;Transient;Canceled;2017-04-26
City Hotel;1;26;2017-05-22;2017;May;21;22;1;0;1;1;0.0;0;SC;IRL;A;A;Transient;Canceled;2017-04-26
City Hotel;1;26;2017-05-22;2017;May;21;22;1;0;1;1;0.0;0;SC;IRL;A;A;Transient;Canceled;2017-04-26
City Hotel;1;12;2017-05-22;2017;May;21;22;1;0;1;1;0.0;0;BB;PRT;A;E;Transient;Canceled;2017-05-22
City Hotel;1;26;2017-05-22;2017;May;21;22;1;0;1;1;0.0;0;SC;IRL;A;A;Transient;Canceled;2017-04-26
City Hotel;1;13;2017-05-22;2017;May;21;22;1;0;1;1;0.0;0;BB;PRT;D;D;Transient;Canceled;2017-05-12
City Hotel;1;286;2017-05-22;2017;May;21;22;1;0;1;2;0.0;0;BB;PRT;A;A;Transient;Canceled;2016-08-15
City Hotel;1;286;2017-05-22;2017;May;21;22;1;0;1;2;0.0;0;BB;PRT;A;A;Transient;Canceled;2017-05-10
City Hotel;1;26;2017-05-22;2017;May;21;22;1;0;1;1;0.0;0;SC;IRL;A;A;Transient;Canceled;2017-04-26
City Hotel;1;26;2017-05-22;2017;May;21;22;1;0;1;1;0.0;0;SC;IRL;A;A;Transient;Canceled;2017-04-26
City Hotel;1;26;2017-05-22;2017;May;21;22;1;0;1;1;0.0;0;SC;IRL;A;A;Transient;Canceled;2017-04-26
City Hotel;1;26;2017-05-22;2017;May;21;22;1;0;1;1;0.0;0;SC;IRL;A;A;Transient;Canceled;2017-04-26
City Hotel;1;26;2017-05-22;2017;May;21;22;1;0;1;1;0.0;0;SC;IRL;A;A;Transient;Canceled;2017-04-26
City Hotel;1;26;2017-05-22;2017;May;21;22;1;0;1;2;0.0;0;SC;IRL;A;A;Transient;Canceled;2017-04-26
City Hotel;1;99;2017-05-22;2017;May;21;22;1;1;2;2;0.0;0;BB;GBR;D;D;Transient;Canceled;2017-03-26
City Hotel;1;26;2017-05-22;2017;May;21;22;1;1;2;2;0.0;0;BB;PRT;A;A;Transient;Canceled;2017-04-26
City Hotel;1;26;2017-05-22;2017;May;21;22;1;1;2;2;0.0;0;BB;PRT;A;A;Transient;Canceled;2017-04-26
City Hotel;1;30;2017-05-22;2017;May;21;22;1;1;2;1;0.0;0;BB;PRT;A;A;Transient-Party;Canceled;2017-04-26
City Hotel;1;26;2017-05-22;2017;May;21;22;1;1;2;2;0.0;0;BB;PRT;A;A;Transient;Canceled;2017-04-26
City Hotel;1;30;2017-05-22;2017;May;21;22;1;1;2;1;0.0;0;BB;PRT;A;A;Transient-Party;Canceled;2017-04-26
City Hotel;1;87;2017-05-22;2017;May;21;22;1;1;2;1;0.0;0;BB;PRT;A;A;Transient-Party;Canceled;2017-04-18
City Hotel;1;62;2017-05-22;2017;May;21;22;1;1;2;2;0.0;0;BB;NLD;A;A;Transient;Canceled;2017-04-05
City Hotel;1;26;2017-05-22;2017;May;21;22;1;1;2;2;0.0;0;BB;PRT;A;A;Transient;Canceled;2017-04-26
City Hotel;1;26;2017-05-22;2017;May;21;22;1;1;2;2;0.0;0;BB;PRT;A;A;Transient;Canceled;2017-04-26
City Hotel;1;26;2017-05-22;2017;May;21;22;1;1;2;2;0.0;0;BB;PRT;A;A;Transient;Canceled;2017-04-26
City Hotel;1;26;2017-05-22;2017;May;21;22;1;1;2;2;0.0;0;BB;PRT;A;A;Transient;Canceled;2017-04-26
City Hotel;1;18;2017-05-22;2017;May;21;22;1;1;2;2;0.0;0;BB;PRT;A;A;Transient-Party;Canceled;2017-05-17
City Hotel;1;99;2017-05-22;2017;May;21;22;1;1;2;2;0.0;0;BB;GBR;D;D;Transient;Canceled;2017-03-26
City Hotel;1;22;2017-05-22;2017;May;21;22;1;1;2;2;0.0;0;SC;PRT;A;A;Transient;Canceled;2017-04-30
City Hotel;1;26;2017-05-22;2017;May;21;22;1;1;2;2;0.0;0;BB;PRT;A;A;Transient;Canceled;2017-04-26
City Hotel;1;26;2017-05-22;2017;May;21;22;1;1;2;2;0.0;0;BB;PRT;A;A;Transient;Canceled;2017-04-26
City Hotel;1;59;2017-05-22;2017;May;21;22;1;1;2;2;0.0;0;BB;PRT;A;A;Transient;Canceled;2017-04-26
City Hotel;1;75;2017-05-22;2017;May;21;22;1;1;2;2;0.0;0;SC;PRT;A;A;Transient;Canceled;2017-04-30
City Hotel;1;159;2017-05-22;2017;May;21;22;1;2;3;1;0.0;0;BB;CYP;A;A;Transient;Canceled;2017-02-22
City Hotel;1;129;2017-05-22;2017;May;21;22;1;2;3;2;0.0;0;BB;DEU;A;A;Transient;Canceled;2017-01-21
City Hotel;1;50;2017-05-22;2017;May;21;22;1;2;3;2;0.0;0;SC;CHN;A;A;Transient;Canceled;2017-04-09
City Hotel;1;27;2017-05-22;2017;May;21;22;1;2;3;2;0.0;0;SC;ARG;A;A;Transient;Canceled;2017-05-08
City Hotel;1;159;2017-05-22;2017;May;21;22;1;2;3;1;0.0;0;BB;CYP;A;A;Transient;Canceled;2017-02-22
City Hotel;1;129;2017-05-22;2017;May;21;22;1;2;3;2;0.0;0;BB;DEU;A;A;Transient;Canceled;2017-01-21
City Hotel;1;28;2017-05-22;2017;May;21;22;1;2;3;1;0.0;0;SC;USA;A;A;Transient;No-Show;2017-05-22
City Hotel;1;8;2017-05-22;2017;May;21;22;1;2;3;2;0.0;0;BB;FRA;D;D;Transient;Canceled;2017-05-14
City Hotel;1;233;2017-05-22;2017;May;21;22;1;2;3;2;0.0;0;HB;FRA;A;A;Transient;Canceled;2016-10-06
City Hotel;1;50;2017-05-22;2017;May;21;22;1;2;3;2;0.0;0;SC;CHN;A;A;Transient;Canceled;2017-04-09
City Hotel;1;19;2017-05-22;2017;May;21;22;1;2;3;2;0.0;0;HB;ITA;A;A;Transient;Canceled;2017-05-04
City Hotel;1;10;2017-05-22;2017;May;21;22;1;2;3;2;0.0;0;BB;FRA;D;D;Transient;Canceled;2017-05-14
City Hotel;1;32;2017-05-22;2017;May;21;22;1;2;3;2;2.0;0;BB;GBR;F;F;Transient;Canceled;2017-05-08
City Hotel;1;114;2017-05-22;2017;May;21;22;1;2;3;2;0.0;0;SC;GBR;A;A;Transient;Canceled;2017-01-28
City Hotel;1;24;2017-05-22;2017;May;21;22;1;2;3;2;0.0;0;BB;GBR;A;A;Transient;Canceled;2017-05-08
City Hotel;1;177;2017-05-22;2017;May;21;22;1;3;4;2;0.0;0;BB;GBR;D;D;Transient;Canceled;2016-12-11
City Hotel;1;122;2017-05-22;2017;May;21;22;1;3;4;3;0.0;0;HB;LUX;E;E;Transient;Canceled;2017-01-23
City Hotel;1;69;2017-05-22;2017;May;21;22;1;3;4;2;0.0;0;BB;BRA;E;E;Transient;Canceled;2017-03-16
City Hotel;1;224;2017-05-22;2017;May;21;22;1;3;4;2;0.0;0;HB;ITA;D;D;Transient;Canceled;2017-05-04
City Hotel;1;115;2017-05-22;2017;May;21;22;1;3;4;2;0.0;0;BB;LUX;E;E;Transient;Canceled;2017-02-14
City Hotel;1;270;2017-05-22;2017;May;21;22;1;3;4;2;0.0;0;HB;CHE;A;A;Transient;Canceled;2017-04-27
City Hotel;1;69;2017-05-22;2017;May;21;22;1;3;4;2;0.0;0;HB;BRA;D;D;Transient;Canceled;2017-03-16
City Hotel;1;232;2017-05-22;2017;May;21;22;1;4;5;3;0.0;0;HB;AUT;D;D;Transient;Canceled;2016-10-11
City Hotel;1;230;2017-05-22;2017;May;21;22;1;5;6;2;0.0;0;HB;NOR;A;A;Transient;Canceled;2016-10-31
City Hotel;1;230;2017-05-22;2017;May;21;22;1;5;6;3;0.0;0;HB;NOR;D;D;Transient;Canceled;2016-10-31
City Hotel;1;212;2017-05-22;2017;May;21;22;2;5;7;2;0.0;0;HB;BRA;A;A;Transient;Canceled;2017-05-10
City Hotel;1;117;2017-05-23;2017;May;21;23;0;1;1;2;0.0;0;SC;FRA;A;A;Transient;Canceled;2017-05-10
City Hotel;1;423;2017-05-23;2017;May;21;23;0;1;1;2;0.0;0;BB;PRT;A;A;Transient;Canceled;2017-02-28
City Hotel;1;423;2017-05-23;2017;May;21;23;0;1;1;2;0.0;0;BB;PRT;A;A;Transient;Canceled;2017-02-28
City Hotel;1;6;2017-05-23;2017;May;21;23;0;1;1;1;0.0;0;SC;PRT;A;A;Transient;Canceled;2017-05-17
City Hotel;1;423;2017-05-23;2017;May;21;23;0;1;1;2;0.0;0;BB;PRT;A;A;Transient;Canceled;2017-02-28
City Hotel;1;92;2017-05-23;2017;May;21;23;0;1;1;2;0.0;0;SC;FRA;A;A;Transient;Canceled;2017-05-10
City Hotel;1;5;2017-05-23;2017;May;21;23;0;1;1;2;0.0;0;BB;PRT;A;A;Transient;No-Show;2017-05-23
City Hotel;1;6;2017-05-23;2017;May;21;23;0;1;1;1;0.0;0;SC;PRT;A;A;Transient;Canceled;2017-05-17
City Hotel;1;423;2017-05-23;2017;May;21;23;0;1;1;2;0.0;0;BB;PRT;A;A;Transient;Canceled;2017-02-28
City Hotel;1;423;2017-05-23;2017;May;21;23;0;1;1;2;0.0;0;BB;PRT;A;A;Transient;Canceled;2017-02-28
City Hotel;1;423;2017-05-23;2017;May;21;23;0;1;1;2;0.0;0;BB;PRT;A;A;Transient;Canceled;2017-02-28
City Hotel;1;423;2017-05-23;2017;May;21;23;0;1;1;2;0.0;0;BB;PRT;A;A;Transient;Canceled;2017-02-28
City Hotel;1;423;2017-05-23;2017;May;21;23;0;1;1;2;0.0;0;BB;PRT;A;A;Transient;Canceled;2017-02-28
City Hotel;1;8;2017-05-23;2017;May;21;23;0;1;1;1;0.0;0;SC;SVK;A;A;Transient;Canceled;2017-05-15
City Hotel;1;423;2017-05-23;2017;May;21;23;0;1;1;2;0.0;0;BB;PRT;A;A;Transient;Canceled;2017-02-28
City Hotel;1;423;2017-05-23;2017;May;21;23;0;1;1;2;0.0;0;BB;PRT;A;A;Transient;Canceled;2017-02-28
City Hotel;1;17;2017-05-23;2017;May;21;23;0;2;2;2;2.0;0;BB;GBR;F;F;Transient;Canceled;2017-05-08
City Hotel;1;141;2017-05-23;2017;May;21;23;0;2;2;4;0.0;0;BB;PRT;G;G;Transient;Canceled;2017-04-22
City Hotel;1;216;2017-05-23;2017;May;21;23;0;2;2;2;0.0;0;BB;NLD;A;A;Transient;Canceled;2016-10-23
City Hotel;1;8;2017-05-23;2017;May;21;23;0;2;2;2;0.0;0;BB;PRT;D;D;Transient;Canceled;2017-05-17
City Hotel;1;141;2017-05-23;2017;May;21;23;0;2;2;4;0.0;0;BB;PRT;G;G;Transient;Canceled;2017-04-22
City Hotel;1;350;2017-05-23;2017;May;21;23;0;3;3;2;0.0;0;SC;KOR;A;A;Transient;Canceled;2016-06-12
City Hotel;1;201;2017-05-23;2017;May;21;23;0;3;3;2;0.0;0;SC;CHE;A;A;Transient;Canceled;2017-05-10
City Hotel;1;160;2017-05-23;2017;May;21;23;0;3;3;2;0.0;0;HB;GBR;A;A;Transient;Canceled;2017-03-11
City Hotel;1;209;2017-05-23;2017;May;21;23;0;4;4;2;0.0;0;SC;BRA;A;A;Transient;Canceled;2017-04-24
City Hotel;1;147;2017-05-23;2017;May;21;23;0;4;4;2;2.0;0;BB;BEL;F;F;Transient;Canceled;2016-12-27
City Hotel;1;147;2017-05-23;2017;May;21;23;0;4;4;2;0.0;0;BB;BEL;E;E;Transient;Canceled;2017-03-13
City Hotel;1;147;2017-05-23;2017;May;21;23;0;4;4;2;2.0;0;BB;BEL;E;E;Transient;Canceled;2017-05-21
City Hotel;1;240;2017-05-23;2017;May;21;23;0;4;4;2;0.0;0;SC;CN;A;A;Transient;Canceled;2017-05-14
City Hotel;1;99;2017-05-23;2017;May;21;23;0;4;4;2;0.0;0;BB;ISR;A;A;Transient;Canceled;2017-05-17
City Hotel;1;147;2017-05-23;2017;May;21;23;0;4;4;2;0.0;0;BB;BEL;D;D;Transient;Canceled;2017-03-13
City Hotel;1;284;2017-05-23;2017;May;21;23;0;5;5;2;1.0;0;BB;BGR;A;A;Transient;Canceled;2016-11-28
City Hotel;1;95;2017-05-23;2017;May;21;23;1;5;6;2;0.0;0;BB;FRA;A;A;Transient;Canceled;2017-04-19
City Hotel;1;20;2017-05-24;2017;May;21;24;0;1;1;2;0.0;0;BB;PRT;A;A;Transient-Party;Canceled;2017-05-16
City Hotel;1;20;2017-05-24;2017;May;21;24;0;1;1;2;0.0;0;BB;PRT;A;A;Transient-Party;Canceled;2017-05-16
City Hotel;1;20;2017-05-24;2017;May;21;24;0;1;1;2;0.0;0;BB;PRT;A;A;Transient-Party;Canceled;2017-05-16
City Hotel;1;20;2017-05-24;2017;May;21;24;0;1;1;2;0.0;0;BB;PRT;A;A;Transient-Party;Canceled;2017-05-16
City Hotel;1;20;2017-05-24;2017;May;21;24;0;1;1;2;0.0;0;BB;PRT;A;A;Transient-Party;Canceled;2017-05-16
City Hotel;1;20;2017-05-24;2017;May;21;24;0;1;1;2;0.0;0;BB;PRT;A;A;Transient-Party;Canceled;2017-05-16
City Hotel;1;20;2017-05-24;2017;May;21;24;0;1;1;2;0.0;0;BB;PRT;A;A;Transient-Party;Canceled;2017-05-16
City Hotel;1;20;2017-05-24;2017;May;21;24;0;1;1;2;0.0;0;BB;PRT;A;A;Transient-Party;Canceled;2017-05-16
City Hotel;1;20;2017-05-24;2017;May;21;24;0;1;1;2;0.0;0;BB;PRT;A;A;Transient-Party;No-Show;2017-05-24
City Hotel;1;20;2017-05-24;2017;May;21;24;0;1;1;2;0.0;0;BB;PRT;A;A;Transient-Party;Canceled;2017-05-16
City Hotel;1;208;2017-05-24;2017;May;21;24;0;2;2;2;0.0;0;BB;PRT;A;A;Transient-Party;Canceled;2017-05-11
City Hotel;1;208;2017-05-24;2017;May;21;24;0;2;2;2;0.0;0;BB;PRT;A;A;Transient-Party;Canceled;2017-05-11
City Hotel;1;353;2017-05-24;2017;May;21;24;0;2;2;1;0.0;0;SC;GBR;A;A;Transient;Canceled;2017-05-09
City Hotel;1;208;2017-05-24;2017;May;21;24;0;2;2;2;0.0;0;BB;PRT;A;A;Transient-Party;Canceled;2017-05-11
City Hotel;1;357;2017-05-24;2017;May;21;24;0;2;2;2;0.0;0;SC;GBR;A;A;Transient;Canceled;2016-10-24
City Hotel;1;208;2017-05-24;2017;May;21;24;0;2;2;2;0.0;0;BB;PRT;A;A;Transient-Party;Canceled;2017-05-11
City Hotel;1;305;2017-05-24;2017;May;21;24;0;2;2;2;0.0;0;SC;GBR;A;A;Transient;Canceled;2017-03-02
City Hotel;1;68;2017-05-24;2017;May;21;24;0;2;2;2;0.0;0;BB;ITA;D;D;Transient;Canceled;2017-03-17
City Hotel;1;357;2017-05-24;2017;May;21;24;0;2;2;2;0.0;0;SC;GBR;A;A;Transient;Canceled;2016-12-20
City Hotel;1;166;2017-05-24;2017;May;21;24;0;2;2;2;0.0;0;SC;BRA;A;A;Transient;Canceled;2017-05-12
City Hotel;1;357;2017-05-24;2017;May;21;24;0;2;2;2;0.0;0;SC;GBR;A;A;Transient;Canceled;2017-05-10
City Hotel;1;357;2017-05-24;2017;May;21;24;0;2;2;2;0.0;0;SC;GBR;A;A;Transient;Canceled;2016-11-20
City Hotel;1;208;2017-05-24;2017;May;21;24;0;2;2;2;0.0;0;BB;PRT;A;A;Transient-Party;Canceled;2017-05-11
City Hotel;1;357;2017-05-24;2017;May;21;24;0;2;2;2;0.0;0;BB;GBR;A;A;Transient;Canceled;2017-02-17
City Hotel;1;357;2017-05-24;2017;May;21;24;0;2;2;2;0.0;0;BB;GBR;A;A;Transient;Canceled;2017-05-10
City Hotel;1;357;2017-05-24;2017;May;21;24;0;2;2;2;0.0;0;BB;GBR;A;A;Transient;Canceled;2017-02-17
City Hotel;1;357;2017-05-24;2017;May;21;24;0;2;2;2;0.0;0;SC;GBR;A;A;Transient;Canceled;2017-05-05
City Hotel;1;357;2017-05-24;2017;May;21;24;0;2;2;2;0.0;0;BB;GBR;A;A;Transient;Canceled;2017-05-10
City Hotel;1;166;2017-05-24;2017;May;21;24;0;2;2;2;0.0;0;SC;BRA;A;A;Transient;Canceled;2017-05-12
City Hotel;1;208;2017-05-24;2017;May;21;24;0;2;2;2;0.0;0;BB;PRT;A;A;Transient-Party;Canceled;2017-05-11
City Hotel;1;67;2017-05-24;2017;May;21;24;0;2;2;2;0.0;0;BB;GBR;D;D;Transient;Canceled;2017-03-18
City Hotel;1;73;2017-05-24;2017;May;21;24;0;3;3;1;0.0;0;BB;MAC;A;A;Transient;Canceled;2017-03-22
City Hotel;1;352;2017-05-24;2017;May;21;24;0;3;3;2;0.0;0;SC;GBR;A;A;Transient;Canceled;2016-06-19
City Hotel;1;357;2017-05-24;2017;May;21;24;0;3;3;3;0.0;0;HB;GBR;D;D;Transient;Canceled;2016-06-19
City Hotel;1;194;2017-05-24;2017;May;21;24;0;3;3;3;0.0;0;BB;PRT;D;D;Transient;Canceled;2016-11-17
City Hotel;1;13;2017-05-24;2017;May;21;24;0;3;3;2;0.0;0;SC;GBR;A;A;Transient;Canceled;2017-05-11
City Hotel;1;273;2017-05-24;2017;May;21;24;0;3;3;0;2.0;0;BB;AUT;B;B;Transient;Canceled;2017-01-06
City Hotel;1;357;2017-05-24;2017;May;21;24;0;3;3;3;0.0;0;HB;GBR;D;D;Transient;Canceled;2016-06-19
City Hotel;1;352;2017-05-24;2017;May;21;24;0;3;3;2;0.0;0;SC;GBR;A;A;Transient;Canceled;2016-06-19
City Hotel;1;341;2017-05-24;2017;May;21;24;0;3;3;2;0.0;0;BB;BEL;D;D;Transient;Canceled;2017-05-22
City Hotel;1;273;2017-05-24;2017;May;21;24;0;3;3;2;0.0;0;BB;AUT;B;B;Transient;Canceled;2017-01-05
City Hotel;1;143;2017-05-24;2017;May;21;24;0;3;3;2;2.0;0;BB;CHE;F;F;Transient;Canceled;2017-01-03
